year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2024,-9.5293,107.4152,10.0,4.3,119,1.931,0.53,6.32,1.697,0.107,25,0
2024,-9.4475,117.5083,66.464,4.3,53,3.455,0.6,8.94,7.698,0.119,20,0
2020,-9.4385,114.6801,50.18,4.3,71,1.094,0.96,8.0,8.1,0.129,17,0
2024,-9.4184,119.4539,90.71,4.3,79,1.757,0.8,6.11,7.659,0.129,18,1
2020,-9.4097,113.6355,56.51,4.3,114,1.064,0.96,7.5,7.7,0.153,12,0
2022,-9.3983,106.6244,10.0,4.3,126,2.175,0.79,9.27,1.909,0.178,9,0
2020,-9.3944,112.3674,59.11,4.3,74,1.988,1.06,8.0,6.9,0.107,25,0
2022,-9.3917,107.1744,16.06,4.3,86,1.802,0.73,5.5,5.1,0.154,12,0
2020,-9.3766,118.9753,85.83,4.3,104,3.305,0.73,4.7,8.5,0.105,26,1
2020,-9.3464,125.6428,10.0,4.3,172,1.416,0.55,9.5,1.9,0.267,4,0
2022,-9.3401,124.5328,23.901,4.3,64,0.489,0.61,6.6,4.022,0.217,9,0
2020,-9.3397,109.9118,35.0,4.3,142,1.541,1.28,7.0,2.0,0.148,13,0
2022,-9.3203,107.7774,10.0,4.3,74,1.85,0.64,4.4,1.8,0.13,17,0
2023,-9.3187,125.0172,35.0,4.3,127,6.949,0.94,13.99,1.937,0.217,6,0
2020,-9.3089,117.7374,71.14,4.3,50,3.639,1.06,4.5,7.7,0.099,29,1
2023,-9.3033,114.1417,49.849,4.3,110,0.828,0.7,6.56,8.834,0.142,16,0
2022,-9.2995,123.6279,91.28,4.3,75,0.776,0.79,7.1,5.8,0.119,20,1
2024,-9.298,110.3448,46.533,4.3,57,2.236,1.38,8.23,7.065,0.113,22,0
2024,-9.2969,106.8308,10.0,4.3,146,1.995,0.62,6.03,1.915,0.161,11,0
2020,-9.2936,112.1503,35.0,4.3,53,2.114,0.9,5.3,2.0,0.142,14,0
2022,-9.2693,125.2592,10.0,4.3,144,1.091,0.45,8.5,1.9,0.238,5,0
2023,-9.2595,114.0683,74.213,4.3,115,0.789,0.61,7.42,7.062,0.133,16,1
2023,-9.2482,123.9874,44.773,4.3,98,0.575,0.86,6.05,8.47,0.265,4,0
2021,-9.2319,111.3242,51.14,4.3,97,1.531,0.72,6.8,7.0,0.099,36,0
2022,-9.2168,106.7782,10.0,4.3,141,1.945,0.83,8.11,1.904,0.107,30,0
2022,-9.2151,119.213,79.53,4.3,98,1.47,0.56,7.1,8.6,0.177,9,1
2020,-9.2055,113.2433,61.61,4.3,96,1.157,0.63,6.9,5.9,0.111,23,0
2021,-9.1744,110.3448,57.04,4.3,122,1.266,0.76,9.7,7.5,0.168,10,0
2020,-9.1656,111.2848,58.25,4.3,115,1.455,0.65,7.2,3.8,0.16,11,0
2024,-9.1387,119.0952,93.515,4.3,89,1.339,0.57,8.19,6.759,0.142,14,1
2020,-9.1317,118.8158,100.28,4.3,62,3.417,1.0,3.0,8.1,0.111,23,1
2024,-9.1062,124.0081,116.801,4.3,92,0.693,0.37,10.76,5.533,0.137,16,1
2024,-9.0884,110.5027,56.618,4.3,119,2.027,0.84,8.64,4.3,0.117,21,0
2024,-9.0805,123.9938,125.019,4.3,118,1.791,0.57,13.69,3.776,0.142,14,1
2024,-9.0713,124.0446,96.725,4.3,165,0.714,1.34,9.91,6.515,0.148,13,1
2022,-9.0628,116.9722,36.167,4.3,99,0.828,0.73,6.83,4.862,0.237,5,0
2022,-9.0365,124.3157,97.515,4.3,99,0.715,1.32,9.05,9.296,0.237,5,1
2021,-9.0333,106.0467,10.0,4.3,132,1.451,0.77,4.8,1.9,0.177,9,0
2024,-9.0161,114.914,92.696,4.3,103,0.928,0.91,9.12,7.568,0.142,14,1
2021,-9.0024,122.4178,105.57,4.3,77,0.405,1.36,6.8,7.1,0.217,6,1
2023,-8.9897,118.7167,107.506,4.3,73,0.943,1.15,6.86,4.9,0.116,24,1
2020,-8.9805,106.125,10.0,4.3,196,2.133,0.57,5.3,2.0,0.177,9,0
2021,-8.9712,110.8955,57.03,4.3,158,1.114,0.82,7.0,9.6,0.188,8,0
2023,-8.9708,115.5095,101.182,4.3,43,1.431,0.92,8.11,6.816,0.153,12,1
2021,-8.9638,124.1668,115.97,4.3,86,0.792,0.77,8.3,7.9,0.218,6,1
2022,-8.949,110.7701,100.8,4.3,73,1.058,0.49,4.4,6.9,0.119,21,1
2022,-8.9405,127.1329,10.0,4.3,47,2.942,0.68,3.26,1.898,0.148,13,0
2024,-8.925,118.3338,109.404,4.3,76,0.559,0.84,5.54,6.094,0.119,20,1
2024,-8.924,114.5842,93.925,4.3,96,0.621,1.04,8.49,7.088,0.138,15,1
2024,-8.9206,123.4732,52.157,4.3,125,1.141,0.53,8.09,7.695,0.138,15,0
2021,-8.9118,110.1767,86.43,4.3,67,1.05,0.55,6.8,7.1,0.143,14,1
2022,-8.9114,118.2401,127.47,4.3,102,3.96,0.72,7.5,8.4,0.168,12,1
2023,-8.9089,106.0506,10.0,4.3,145,2.138,0.8,10.51,1.859,0.2,7,0
2023,-8.8996,124.0126,112.472,4.3,126,0.887,0.75,12.6,8.022,0.161,11,1
2020,-8.8935,123.8716,72.76,4.3,104,0.941,0.56,9.1,15.8,0.189,8,1
2020,-8.8869,117.7075,10.0,4.3,42,3.539,0.82,6.8,1.8,0.116,29,0
2023,-8.8607,123.9797,121.578,4.3,166,0.933,0.87,12.34,6.524,0.189,8,1
2020,-8.8599,118.9219,113.39,4.3,77,3.285,1.07,4.9,7.2,0.142,18,1
2021,-8.8293,124.1215,110.96,4.3,198,0.931,0.31,11.5,9.7,0.189,8,1
2022,-8.8291,118.384,89.16,4.3,86,3.814,0.76,8.8,11.2,0.2,7,1
2021,-8.8274,119.7836,152.05,4.3,123,2.433,0.28,10.1,15.2,0.239,5,1
2024,-8.8204,110.2136,68.478,4.3,73,1.774,1.0,8.23,7.094,0.142,14,0
2022,-8.8183,116.9091,157.6,4.3,51,2.748,0.6,5.7,7.3,0.109,25,1
2020,-8.7965,120.4825,140.27,4.3,89,1.742,0.79,6.7,9.0,0.16,11,1
2023,-8.7744,129.5376,15.602,4.3,88,4.337,0.92,6.07,5.13,0.168,10,0
2023,-8.7524,111.9111,72.31,4.3,105,2.233,0.78,9.4,7.52,0.129,19,1
2020,-8.7476,120.3879,132.13,4.3,86,1.832,0.76,11.0,5.7,0.177,9,1
2022,-8.7386,109.2577,49.71,4.3,128,1.497,0.47,7.7,2.3,0.119,24,0
2024,-8.7256,120.4977,147.358,4.3,64,1.723,1.25,3.6,8.69,0.138,15,1
2023,-8.7197,105.563,10.0,4.3,96,1.724,0.89,6.6,1.859,0.177,9,0
2022,-8.6819,115.2802,113.94,4.3,75,1.135,0.58,6.4,7.2,0.147,14,1
2024,-8.6757,124.0964,82.536,4.3,122,1.086,0.9,15.21,8.929,0.168,10,1
2020,-8.6756,109.9033,74.1,4.3,118,0.975,0.95,8.0,7.2,0.125,18,1
2021,-8.675,118.3341,123.32,4.3,73,3.859,0.77,7.4,9.5,0.201,8,1
2021,-8.6668,110.2896,59.17,4.3,114,0.784,0.88,5.2,6.5,0.137,15,0
2021,-8.6638,122.311,147.83,4.3,185,0.077,1.03,13.6,5.5,0.238,5,1
2023,-8.6568,118.2982,143.519,4.3,42,0.543,0.84,7.82,5.13,0.153,12,1
2022,-8.6486,130.2624,10.0,4.3,100,1.22,1.01,6.5,1.9,0.154,12,0
2020,-8.6399,128.4387,10.0,4.3,54,2.904,0.98,3.7,1.9,0.138,19,0
2021,-8.6363,114.5154,101.74,4.3,97,0.395,0.49,10.4,4.5,0.147,13,1
2020,-8.6164,119.8077,149.21,4.3,86,2.402,1.39,7.5,10.3,0.137,15,1
2024,-8.6154,128.6919,10.0,4.3,107,4.241,0.36,8.19,1.921,0.168,10,0
2021,-8.6082,106.4204,10.0,4.3,141,1.666,0.37,9.2,1.9,0.238,5,0
2020,-8.597,112.5379,83.3,4.3,148,1.601,0.73,4.2,9.3,0.153,13,1
2020,-8.5853,127.5203,10.0,4.3,75,3.415,0.64,11.4,1.9,0.188,8,0
2021,-8.5723,118.3015,138.25,4.3,76,3.817,0.79,5.5,8.2,0.129,17,1
2023,-8.5579,130.5339,10.0,4.3,132,4.299,0.65,9.82,1.901,0.188,9,0
2024,-8.5548,122.545,143.074,4.3,155,0.314,1.16,9.09,4.538,0.147,13,1
2021,-8.527,127.3244,10.0,4.3,98,3.256,0.68,6.7,2.0,0.267,4,0
2021,-8.5,121.7967,180.77,4.3,104,0.456,0.73,10.9,5.1,0.238,5,1
2022,-8.4802,121.2861,191.03,4.3,99,0.953,0.67,10.1,7.9,0.216,6,1
2022,-8.468,123.5369,165.47,4.3,73,1.295,0.99,8.8,7.3,0.079,48,1
2023,-8.4612,125.5943,56.086,4.3,122,1.836,0.78,4.95,9.425,0.154,12,0
2021,-8.4354,119.6932,155.59,4.3,61,2.524,0.4,6.7,7.8,0.133,16,1
2022,-8.4329,130.4031,10.0,4.3,122,0.993,0.35,8.0,1.8,0.267,5,0
2022,-8.4223,130.5502,10.0,4.3,91,0.86,0.82,6.9,1.9,0.376,3,0
2024,-8.4119,122.9018,148.846,4.3,83,1.897,0.6,9.02,8.229,0.119,22,1
2023,-8.4057,121.2403,195.288,4.3,75,1.013,0.61,8.05,7.66,0.147,13,1
2024,-8.3977,122.0362,10.102,4.3,78,2.583,0.8,6.56,4.684,0.138,17,0
2020,-8.3968,128.9015,10.0,4.3,69,2.408,0.87,7.7,1.7,0.154,12,0
2020,-8.3934,116.9624,20.28,4.3,55,2.781,0.77,3.8,6.9,0.177,11,0
2023,-8.3933,113.2915,152.187,4.3,70,0.855,0.67,9.04,5.58,0.106,25,1
2024,-8.3681,128.5269,22.486,4.3,126,4.427,0.67,10.56,4.528,0.201,7,0
2021,-8.3656,106.7549,24.32,4.3,86,1.261,0.53,7.5,4.9,0.188,9,0
2023,-8.3519,116.8558,10.0,4.3,78,1.026,0.52,4.87,1.886,0.16,12,0
2020,-8.341,116.1453,29.43,4.3,55,1.976,0.78,8.6,7.2,0.16,11,0
2023,-8.337,119.492,192.476,4.3,82,1.765,0.59,8.58,8.151,0.154,12,1
2022,-8.3267,120.3343,194.23,4.3,88,1.907,0.96,7.6,5.4,0.16,11,1
2023,-8.3109,119.6581,192.096,4.3,70,1.93,0.98,7.34,5.842,0.148,15,1
2020,-8.3026,116.2496,37.43,4.3,85,2.082,0.96,8.4,8.1,0.148,13,0
2021,-8.2993,119.5608,164.3,4.3,69,2.669,0.87,9.5,11.0,0.188,8,1
2024,-8.289,119.5015,169.508,4.3,88,2.728,1.11,10.06,8.49,0.111,24,1
2021,-8.2809,124.0126,157.3,4.3,55,1.486,0.85,7.8,5.0,0.107,28,1
2024,-8.2787,119.7347,195.997,4.3,87,2.501,0.73,8.93,8.245,0.201,7,1
2023,-8.27,119.7649,175.744,4.3,78,2.043,1.19,8.18,9.06,0.189,9,1
2020,-8.2673,121.0884,181.97,4.3,64,1.194,0.7,8.7,7.3,0.178,10,1
2022,-8.2528,117.4474,11.296,4.3,66,0.657,0.79,5.74,4.017,0.122,19,0
2020,-8.2467,114.9212,10.0,4.3,46,0.792,0.64,6.4,1.9,0.109,24,0
2023,-8.2436,116.4398,9.045,4.3,51,1.444,0.79,5.6,3.852,0.119,26,0
2021,-8.2349,130.526,14.05,4.3,86,0.805,0.78,3.8,6.2,0.237,5,0
2023,-8.2318,123.8642,178.433,4.3,57,1.565,0.71,9.06,8.222,0.129,17,1
2024,-8.2308,123.8376,170.525,4.3,72,1.573,0.79,10.91,5.616,0.188,8,1
2023,-8.2211,123.7928,174.806,4.3,67,1.595,1.02,8.46,7.16,0.189,11,1
2021,-8.2199,122.0265,206.91,4.3,86,0.462,0.34,8.0,5.3,0.153,12,1
2021,-8.2181,123.8901,169.23,4.3,60,0.882,0.73,6.5,8.2,0.188,8,1
2021,-7.2373,129.096,148.54,4.3,90,2.305,1.25,4.4,12.1,0.265,4,1
2024,-7.2353,129.4093,106.67,4.3,110,5.136,1.28,11.91,19.889,0.217,6,1
2024,-7.2218,129.0296,173.481,4.3,78,2.819,0.89,7.99,6.76,0.143,17,1
2020,-7.2105,106.0961,98.35,4.3,141,1.561,0.73,13.0,8.0,0.168,10,1
2024,-7.2091,120.2764,539.694,4.3,78,2.242,0.72,10.81,9.027,0.122,19,2
2020,-7.2086,129.4193,109.33,4.3,85,2.015,1.05,8.6,2.8,0.097,30,1
2022,-7.2034,120.3696,577.909,4.3,84,2.26,0.39,10.27,9.533,0.168,10,2
2021,-7.2006,122.0433,10.0,4.3,120,1.438,0.82,7.4,1.9,0.168,12,0
2023,-7.1946,129.3771,148.473,4.3,78,2.06,0.62,9.37,7.487,0.177,9,1
2023,-7.1823,129.5779,109.148,4.3,98,1.882,0.5,7.86,10.062,0.154,12,1
2024,-7.1815,102.9841,10.0,4.3,111,2.803,0.67,8.43,1.93,0.148,13,0
2023,-7.1805,125.2901,447.346,4.3,97,2.751,0.42,10.17,9.067,0.108,24,2
2021,-7.169,129.0524,145.72,4.3,41,2.369,0.9,7.4,7.6,0.129,17,1
2024,-7.1655,129.4342,139.748,4.3,76,5.065,0.74,7.53,9.432,0.201,9,1
2022,-7.1575,129.4904,87.644,4.3,81,1.971,0.27,10.23,3.629,0.237,5,1
2020,-7.1501,107.6332,10.0,4.3,103,0.31,1.12,4.8,1.7,0.132,16,0
2022,-7.1471,127.7899,244.07,4.3,68,3.576,0.65,10.0,8.3,0.217,6,1
2021,-7.1468,129.0663,154.8,4.3,74,2.364,0.97,8.6,8.0,0.133,17,1
2022,-7.1323,129.4667,117.225,4.3,81,2.003,0.55,6.75,9.376,0.143,14,1
2020,-7.129,126.2739,458.2,4.3,139,3.278,0.88,13.1,10.6,0.16,11,2
2022,-7.1236,126.8246,361.562,4.3,62,3.638,0.73,10.36,8.605,0.147,13,2
2020,-7.123,128.8786,170.61,4.3,71,2.546,1.06,3.9,10.5,0.306,3,1
2020,-7.1229,129.1371,164.8,4.3,68,2.307,0.68,5.5,8.2,0.126,21,1
2024,-7.1193,128.7777,10.0,4.3,77,5.174,0.73,9.48,1.929,0.237,5,0
2020,-7.1189,130.8954,10.0,4.3,137,0.946,1.1,5.3,1.9,0.177,9,0
2024,-7.1175,131.978,10.0,4.3,112,3.302,0.66,10.32,1.946,0.238,8,0
2023,-7.1127,129.8109,82.993,4.3,30,2.575,0.55,7.81,6.82,0.096,31,1
2022,-7.1054,129.5886,150.098,4.3,115,1.906,0.46,12.27,10.112,0.154,13,1
2024,-7.1041,129.5276,117.973,4.3,72,2.592,0.81,8.02,6.705,0.147,13,1
2024,-7.1023,106.5409,62.176,4.3,108,1.157,0.77,8.35,7.806,0.111,23,0
2022,-7.1023,125.7012,489.44,4.3,64,2.993,0.77,10.3,6.4,0.106,25,2
2024,-7.0967,129.2463,147.232,4.3,113,2.64,0.46,7.39,7.363,0.107,28,1
2021,-7.0881,129.4681,133.9,4.3,82,2.021,0.55,8.5,9.6,0.169,10,1
2021,-7.0879,129.7926,131.56,4.3,53,1.737,0.79,8.8,8.6,0.133,16,1
2023,-7.0865,129.6264,109.387,4.3,98,1.882,0.99,10.09,9.466,0.217,6,1
2024,-7.086,132.0161,10.0,4.3,170,3.301,0.82,8.44,1.973,0.307,3,0
2022,-7.083,129.1662,151.12,4.3,76,2.295,0.7,7.4,6.4,0.142,14,1
2021,-7.0816,129.5523,137.59,4.3,84,1.949,1.27,7.6,9.0,0.16,12,1
2020,-7.0738,127.2173,319.6,4.3,54,3.951,0.56,8.9,9.6,0.137,15,2
2022,-7.0722,129.5575,124.95,4.3,84,1.949,0.66,8.16,6.263,0.177,9,1
2023,-7.0716,129.7017,124.113,4.3,91,2.541,0.66,6.24,7.459,0.103,27,1
2023,-7.0599,125.4602,472.227,4.3,76,7.811,0.56,8.54,9.641,0.143,14,2
2023,-7.059,129.2347,174.604,4.3,107,2.607,0.49,9.96,8.547,0.161,11,1
2022,-7.0578,105.2734,35.0,4.3,146,2.335,0.39,6.6,2.0,0.148,13,0
2024,-7.0576,129.6381,139.33,4.3,112,2.533,0.75,8.98,7.651,0.138,15,1
2024,-7.056,129.5589,139.811,4.3,79,4.906,0.73,9.03,7.602,0.122,19,1
2021,-7.0368,129.2369,151.73,4.3,78,2.25,0.83,7.7,11.4,0.238,7,1
2024,-7.0338,129.6776,139.287,4.3,122,4.823,1.07,13.09,8.636,0.168,10,1
2020,-7.0215,129.4412,154.72,4.3,64,2.074,0.7,3.8,7.7,0.119,20,1
2024,-7.0203,129.6126,99.603,4.3,85,2.498,1.1,11.29,13.352,0.168,10,1
2023,-7.0145,126.2391,468.34,4.3,81,4.408,0.53,12.27,6.93,0.129,17,2
2020,-7.0098,127.4865,328.38,4.3,162,4.193,0.5,12.8,13.6,0.188,8,2
2023,-7.0039,125.6898,485.334,4.3,77,3.075,0.68,11.59,8.32,0.138,17,2
2021,-7.0029,129.9151,123.37,4.3,49,1.682,0.61,7.8,2.4,0.105,26,1
2020,-6.9999,128.9397,184.5,4.3,82,2.534,0.63,9.8,8.8,0.2,7,1
2022,-6.9983,128.7883,10.0,4.3,105,2.675,0.58,6.08,1.934,0.188,8,0
2021,-6.9983,129.2939,153.98,4.3,63,2.215,0.47,8.8,8.9,0.142,14,1
2020,-6.998,124.9651,543.83,4.3,84,2.825,0.61,9.3,11.2,0.116,21,2
2023,-6.9885,129.4188,138.936,4.3,83,2.11,0.78,8.72,5.602,0.201,7,1
2024,-6.9882,105.44,51.748,4.3,132,2.243,1.12,8.4,6.808,0.168,10,0
2021,-6.9835,104.104,22.34,4.3,68,2.845,0.53,7.7,6.1,0.129,17,0
2020,-6.983,123.3837,618.35,4.3,50,1.996,0.7,10.3,8.3,0.085,39,2
2022,-6.9773,129.4093,195.32,4.3,83,2.123,0.51,8.6,7.7,0.202,7,1
2020,-6.9766,126.9426,412.08,4.3,92,3.824,0.91,7.8,8.4,0.122,19,2
2022,-6.9748,129.2512,179.34,4.3,80,2.263,0.32,10.3,9.6,0.154,12,1
2020,-6.9728,129.3155,102.66,4.3,81,2.207,0.43,9.9,9.0,0.113,22,1
2024,-6.9681,107.0749,157.774,4.3,100,0.753,0.95,9.61,7.167,0.187,11,1
2024,-6.9653,104.4242,23.69,4.3,166,2.972,1.21,9.27,6.625,0.138,15,0
2024,-6.96,129.7605,128.397,4.3,87,4.718,0.61,6.85,10.393,0.188,8,1
2021,-6.9597,129.6334,171.72,4.3,155,1.939,0.6,8.8,12.4,0.307,3,1
2024,-6.9593,129.8215,128.559,4.3,103,2.422,0.78,9.16,7.75,0.142,14,1
2023,-6.9538,127.0974,370.472,4.3,87,3.948,0.42,7.13,9.017,0.125,18,2
2021,-6.9531,127.9782,272.11,4.3,89,3.448,1.1,9.4,9.5,0.188,8,1
2021,-6.95,129.6761,80.41,4.3,90,1.908,0.67,7.3,5.6,0.267,4,1
2024,-6.949,126.69,414.458,4.3,36,4.005,0.55,11.76,7.443,0.099,34,2
2024,-6.9441,106.0941,31.155,4.3,63,1.627,0.38,8.82,4.652,0.119,20,0
2020,-6.9332,125.4996,536.37,4.3,65,3.057,0.79,12.6,7.8,0.126,18,2
2024,-6.928,125.5277,500.358,4.3,76,3.074,0.37,12.48,9.454,0.148,13,2
2024,-6.9274,125.9286,498.064,4.3,81,3.255,0.54,13.94,8.83,0.099,29,2
2022,-6.9264,127.0949,395.56,4.3,52,3.966,0.5,9.6,9.7,0.147,13,2
2021,-6.9244,106.0952,10.0,4.3,111,1.632,0.69,9.4,1.9,0.16,11,0
2023,-6.9225,129.3151,166.004,4.3,93,2.455,0.42,8.99,2.777,0.103,27,1
2022,-6.9081,123.8861,563.13,4.3,118,2.369,0.71,12.7,7.0,0.122,19,2
2021,-6.9072,130.0235,128.12,4.3,101,1.655,0.88,9.2,11.2,0.2,7,1
2024,-6.9018,127.0095,396.417,4.3,64,3.726,0.38,9.43,6.555,0.09,35,2
2023,-6.9015,125.7205,510.158,4.3,75,6.226,0.38,7.89,9.9,0.119,22,2
2022,-6.8988,130.1207,75.807,4.3,103,1.589,0.59,5.73,11.759,0.168,10,1
2024,-6.8974,128.2888,289.404,4.3,93,4.888,0.73,8.84,13.418,0.187,8,1
2024,-6.8865,129.6588,139.272,4.3,85,4.71,0.91,10.63,11.74,0.188,8,1
2024,-6.8856,128.8509,12.999,4.3,108,2.571,0.8,8.03,4.707,0.154,12,0
2020,-6.8852,129.2242,181.95,4.3,80,2.328,0.86,9.4,12.8,0.307,4,1
2023,-6.8813,126.7436,394.33,4.3,84,6.751,0.34,9.58,7.324,0.119,21,2
2022,-6.8811,104.9247,32.481,4.3,144,2.765,0.79,9.69,5.894,0.169,12,0
2020,-6.8803,126.8791,403.62,4.3,53,3.852,0.83,9.5,9.4,0.101,28,2
2022,-6.8749,125.2347,539.06,4.3,75,3.017,0.45,14.8,11.6,0.308,3,2
2021,-6.8737,127.7988,382.14,4.3,103,4.517,0.47,13.9,18.6,0.534,1,2
2021,-6.8724,127.0362,405.01,4.3,129,3.963,0.26,7.8,19.9,0.265,4,2
2021,-6.8703,129.4257,119.13,4.3,54,2.161,0.73,7.4,8.2,0.137,16,1
2024,-6.8691,129.7303,162.887,4.3,86,2.338,1.08,7.31,8.253,0.142,14,1
2021,-6.8688,129.6503,106.08,4.3,91,1.974,1.2,8.3,9.6,0.265,6,1
2021,-6.8672,129.7305,120.78,4.3,124,6.097,0.31,13.2,12.3,0.2,7,1
2022,-6.8668,105.8876,14.709,4.3,127,1.715,0.81,6.49,4.078,0.138,16,0
2020,-6.8645,126.7262,415.07,4.3,186,4.494,0.34,9.0,13.9,0.265,4,2
2021,-6.8633,125.3399,532.37,4.3,64,3.063,0.75,10.0,8.3,0.123,20,2
2021,-6.8624,127.0287,411.91,4.3,52,3.966,0.63,4.6,8.4,0.087,38,2
2021,-6.86,126.8519,415.86,4.3,50,3.849,0.54,10.5,7.3,0.093,33,2
2021,-6.8599,132.4965,10.0,4.3,140,1.629,1.31,9.0,1.9,0.161,11,0
2023,-6.8557,126.6854,444.545,4.3,84,3.745,0.63,11.11,9.486,0.142,14,2
2021,-6.8507,127.2082,388.47,4.3,28,4.098,0.62,5.5,6.9,0.087,37,2
2023,-6.8503,129.7275,121.045,4.3,110,4.643,0.57,8.21,8.09,0.188,8,1
2023,-6.8475,129.9732,104.114,4.3,101,2.311,0.61,8.14,7.779,0.113,22,1
2022,-6.8438,127.1346,435.81,4.3,53,4.052,0.61,10.7,7.3,0.084,42,2
2024,-6.838,129.8024,81.714,4.3,87,2.303,0.67,8.77,9.685,0.133,16,1
2023,-6.8368,129.9808,107.688,4.3,116,2.3,0.33,9.59,7.492,0.16,11,1
2021,-6.8319,125.1533,530.94,4.3,75,3.034,0.94,10.5,8.8,0.169,11,2
2022,-6.8275,125.0739,539.96,4.3,56,3.016,0.73,11.3,9.1,0.111,23,2
2023,-6.8256,123.8922,10.0,4.3,116,2.434,0.56,8.52,1.95,0.216,6,0
2020,-6.8251,129.6712,92.84,4.3,81,1.981,0.27,10.7,12.7,0.266,4,1
2021,-6.818,125.1036,539.49,4.3,85,3.033,0.56,8.8,11.9,0.178,9,2
2023,-6.815,129.5187,152.426,4.3,88,2.112,0.4,8.18,6.29,0.169,10,1
2020,-6.8136,130.5434,78.35,4.3,112,1.382,0.71,7.6,7.0,0.148,13,1
2022,-6.8088,125.1321,538.24,4.3,45,3.05,0.63,9.9,7.0,0.065,67,2
2021,-6.8064,129.8926,109.31,4.3,99,1.819,0.96,6.8,10.4,0.177,9,1
2020,-6.8045,126.4579,424.05,4.3,30,3.646,1.04,9.8,7.0,0.078,46,2
2022,-6.8041,130.318,90.577,4.3,105,1.522,0.57,10.11,6.512,0.266,5,1
2023,-6.801,129.5013,148.167,4.3,87,2.135,0.82,6.97,5.495,0.218,6,1
2020,-6.7923,130.0307,113.12,4.3,70,1.726,0.57,8.5,8.7,0.119,20,1
2021,-6.788,127.4986,390.53,4.3,41,3.951,0.69,8.3,7.0,0.116,21,2
2024,-6.7864,130.8684,35.0,4.3,144,2.445,0.46,13.42,1.944,0.308,3,0
2023,-6.773,130.4602,84.844,4.3,116,2.303,0.25,9.96,10.179,0.216,6,1
2020,-6.748,127.4412,408.77,4.3,45,4.017,0.63,8.1,6.4,0.137,15,2
2024,-6.7471,125.0395,587.798,4.3,69,3.085,0.65,11.19,6.58,0.082,42,2
2020,-6.7456,129.566,136.88,4.3,43,2.112,1.25,6.6,2.2,0.101,28,1
2022,-6.7298,108.9333,257.82,4.3,51,1.467,0.87,7.9,4.5,0.103,27,1
2023,-6.7252,128.3174,261.53,4.3,85,5.013,0.76,11.39,8.578,0.188,8,1
2020,-6.712,104.4634,18.35,4.3,201,2.776,0.65,8.6,7.9,0.177,9,0
2024,-6.7106,128.8549,212.019,4.3,69,5.062,0.52,8.32,10.271,0.217,6,1
2023,-6.7071,104.9855,36.392,4.3,135,2.749,0.56,6.6,8.849,0.129,18,0
2023,-6.6999,129.6889,140.928,4.3,90,2.174,0.98,10.64,12.271,0.201,7,1
2022,-6.6978,129.5046,127.74,4.3,90,2.19,0.69,9.5,6.2,0.217,6,1
2022,-6.6965,130.5007,71.887,4.3,100,1.503,0.93,8.67,8.222,0.154,12,1
2021,-6.6812,109.2756,237.58,4.3,115,1.213,0.62,11.7,6.2,0.133,16,1
2021,-6.6752,129.7269,159.72,4.3,96,2.029,0.86,9.8,13.2,0.266,4,1
2021,-6.6707,129.5247,156.56,4.3,90,2.189,1.08,10.4,10.3,0.266,4,1
2022,-6.6706,129.8913,162.879,4.3,92,1.91,0.53,10.11,7.309,0.217,7,1
2021,-6.6702,95.3562,10.0,4.3,170,5.675,0.42,7.7,2.0,0.266,4,0
2020,-6.6683,128.0979,286.67,4.3,60,4.876,0.61,6.1,10.5,0.177,9,1
2022,-6.6569,129.6244,166.04,4.3,89,2.119,1.21,6.2,11.8,0.239,5,1
2022,-6.6558,103.5514,22.134,4.3,199,2.356,0.73,11.33,8.311,0.153,12,0
2023,-6.6505,129.8131,160.6,4.3,98,2.116,0.81,9.89,8.814,0.148,14,1
2021,-6.6478,130.1385,79.11,4.3,90,1.756,0.64,9.3,3.6,0.168,10,1
2023,-6.6381,129.839,10.0,4.3,132,5.905,0.98,9.98,1.937,0.238,7,0
2023,-6.6377,132.432,10.0,4.3,139,3.278,1.23,5.91,1.963,0.217,7,0
2023,-6.6309,129.0249,216.584,4.3,30,2.27,0.47,6.71,5.346,0.081,44,1
2022,-6.6304,129.7858,179.92,4.3,91,2.014,0.34,8.8,8.1,0.168,10,1
2021,-6.6293,129.6996,170.49,4.3,48,2.079,0.92,8.1,8.4,0.117,21,1
2023,-6.6281,130.2401,90.836,4.3,103,4.193,0.57,8.56,8.247,0.109,24,1
2024,-6.6183,129.977,174.532,4.3,89,2.083,1.1,10.75,7.957,0.265,5,1
2020,-6.6154,129.8357,146.77,4.3,158,1.987,0.83,11.5,8.5,0.134,16,1
2023,-6.6151,129.7476,166.229,4.3,90,2.085,0.59,8.75,6.1,0.138,16,1
2021,-6.6027,103.9887,35.0,4.3,83,2.453,0.57,7.0,1.9,0.187,8,0
2022,-6.5958,129.8357,143.5,4.3,91,2.001,0.87,6.5,7.5,0.122,19,1
2020,-6.5905,129.8041,144.78,4.3,98,2.027,0.84,5.9,10.9,0.153,12,1
2024,-6.5858,128.3195,333.378,4.3,64,2.586,0.49,3.74,6.864,0.095,31,2
2022,-6.5855,129.7343,176.34,4.3,97,2.082,0.62,6.9,10.7,0.16,11,1
2024,-6.5846,129.8978,134.545,4.3,95,2.049,0.8,7.88,12.733,0.201,7,1
